DOB,sex_assigned_at_birth,local_authority,distance_km,purpose,club_member,can_swim_25m,swimming_lesson_history,school_swim_provision,open_water_confidence,water_safety_knowledge,barriers,cost_per_session_gbp,visits_Jan,visits_Feb,visits_Mar,visits_Apr,visits_May,visits_Jun,visits_Jul,visits_Aug,visits_Sep,visits_Oct,visits_Nov,visits_Dec
21/01/1985,Female,Pembrokeshire,13.4,Fitness,FALSE,TRUE,Currently attending,N/A,3,3,None,4.23,1,2,2,0,0,3,4,8,3,2,3,3
07/01/1973,Male,Flintshire,10.1,Fitness,FALSE,TRUE,School-only lessons,N/A,4,5,None,5.23,0,3,1,4,1,2,3,6,4,4,3,0
29/2/1993,Male,Rhondda Cynon Taf,18.7,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,4,Transport,6.99,1,2,3,3,8,5,4,6,6,4,2,5
09/06/1972,Female,Bridgend,3.7,Fitness,TRUE,TRUE,Private lessons,N/A,4,5,Cost,5.43,4,6,3,4,5,3,2,3,2,5,3,4
20/12/1960,Female,Powys,12.5,Competitive training,TRUE,TRUE,School-only lessons,N/A,3,5,Cost,6.87,1,1,1,2,5,6,6,3,2,3,0,0
07/12/1971,Male,Torfaen,6.7,Social,FALSE,TRUE,School-only lessons,N/A,3,2,Confidence,7,0,1,3,4,4,5,4,5,5,4,2,0
21/04/1985,Male,Merthyr Tydfil,11.8,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,0,1,0,5,2,2,5,6,12,2,1,4,2
22/11/1993,Male,Conwy,13.1,Fitness,TRUE,TRUE,School-only lessons,N/A,3,3,Transport,5.81,1,1,3,1,13,7,13,9,5,3,3,3
19/02/1972,Male,Flintshire,13.1,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,2,5,Cost,3.46,2,4,4,3,2,3,7,8,1,1,3,2
18/03/2018,Male,Blaenau Gwent,16.9,Fitness,FALSE,TRUE,Attended as a child,Irregular,3,5,Transport,5.66,3,5,0,3,3,5,10,6,3,1,3,3
08/06/1994,Female,Neath Port Talbot,15.4,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,4,Cost,3.9,2,2,3,5,3,5,1,6,4,0,3,0
28/07/2019,Female,Powys,3.6,Fitness,FALSE,TRUE,Never attended lessons,No provision,3,5,None,6.65,1,6,1,1,13,8,3,8,6,2,3,2
17/09/2013,Female,Pembrokeshire,6.5,Fitness,FALSE,TRUE,Currently attending,Termly,4,3,Cost,5.56,2,1,1,2,2,7,5,10,5,1,1,2
30/03/1967,Female,Wrexham,13.8,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,4,Transport,5.03,3,0,4,5,2,6,3,3,2,0,1,2
24/02/2006,Female,Merthyr Tydfil,9.8,Competitive training,TRUE,TRUE,Attended as a child,N/A,5,5,None,2.51,0,2,5,2,4,7,3,6,4,5,4,2
21/05/1949,Female,Rhondda Cynon Taf,4.8,Fitness,FALSE,FALSE,Never attended lessons,N/A,2,2,Time,2.07,4,2,2,1,2,4,6,1,6,3,6,2
05/02/2006,Female,Conwy,10.2,Fitness,FALSE,TRUE,Currently attending,N/A,3,4,Cost,5.64,4,2,5,1,6,4,7,7,4,2,0,1
07/04/1954,Male,Monmouthshire,7.6,Fitness,FALSE,TRUE,Never attended lessons,N/A,4,4,Cost,0,1,2,4,7,3,6,5,10,3,2,4,2
24/08/1989,Male,Denbighshire,7.3,Fitness,FALSE,TRUE,Private lessons,N/A,3,5,Time,5.36,2,0,1,3,2,3,9,5,4,1,5,4
06/08/2017,Male,Carmarthenshire,14.7,Water confidence,FALSE,TRUE,Never attended lessons,Weekly,3,4,Transport,0.09,1,3,6,3,2,5,5,5,6,1,2,2
19/09/1970,Female,Flintshire,7.6,Leisure,FALSE,TRUE,Never attended lessons,N/A,1,5,Time,5.27,0,2,1,6,2,4,4,6,1,1,1,2
25/03/1957,Female,Monmouthshire,1,Leisure,TRUE,TRUE,Attended as a child,N/A,3,3,Transport,3.98,1,4,1,1,3,4,13,8,3,3,3,3
11/06/1980,Male,Newport,1.5,Competitive training,TRUE,TRUE,Attended as a child,N/A,2,4,Transport,5.75,2,1,1,4,1,0,4,3,2,1,3,0
09/02/1948,Female,Carmarthenshire,15.5,Competitive training,TRUE,TRUE,Attended as a child,N/A,5,5,Confidence,5.69,3,2,2,3,6,2,1,4,3,3,3,2
05/12/2000,Male,Neath Port Talbot,17.3,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,3,Time,4.53,5,1,3,6,8,8,7,4,1,0,2,2
29/09/1968,Female,Carmarthenshire,12.5,Fitness,FALSE,TRUE,School-only lessons,N/A,4,4,None,3.34,2,5,6,6,2,3,5,7,4,4,3,2
16/07/1948,Male,Bridgend,6.9,Fitness,TRUE,TRUE,Attended as a child,N/A,3,3,Cost,2.53,2,4,3,4,3,7,5,7,3,7,2,1
24/04/2007,Male,Swansea,16.9,Leisure,FALSE,FALSE,Never attended lessons,N/A,3,1,Confidence,6.44,4,2,1,4,5,6,5,5,1,0,3,1
20/10/2015,Male,Newport,12.1,Fitness,FALSE,TRUE,Attended as a child,Irregular,3,3,Cost,4.17,1,1,1,6,4,2,3,7,7,2,2,0
23/02/2019,Male,Rhondda Cynon Taf,16.7,Water confidence,FALSE,TRUE,School-only lessons,Termly,4,5,Confidence,5.95,1,3,2,6,1,7,3,5,8,1,5,1
09/03/2019,Male,Ceredigion,13.9,Leisure,FALSE,TRUE,Attended as a child,Termly,4,4,None,4.23,1,2,0,4,1,2,2,5,3,3,3,3
04/09/1967,Male,Ceredigion,7.1,Water confidence,FALSE,TRUE,Never attended lessons,N/A,2,5,Transport,3.85,2,4,1,3,1,4,6,5,2,1,2,0
08/11/1998,Female,Ceredigion,8.9,Fitness,FALSE,TRUE,Private lessons,N/A,3,4,None,4.37,1,3,1,6,1,6,10,7,3,0,1,3
10/04/1956,Female,Bridgend,3.8,Social,FALSE,TRUE,Attended as a child,N/A,3,4,Confidence,0,0,0,1,2,1,5,4,5,2,2,1,2
08/05/1956,Male,Gwynedd,5.6,Fitness,FALSE,TRUE,Attended as a child,N/A,1,4,None,3.86,2,3,2,2,5,9,9,9,0,4,3,2
05/07/1996,Female,Neath Port Talbot,14.1,Water confidence,FALSE,TRUE,Never attended lessons,N/A,3,5,Time,7.14,0,0,4,2,5,2,5,1,6,4,0,4
25/10/1991,Female,Carmarthenshire,16.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,4,5,Cost,5.18,0,2,3,1,1,5,3,10,1,2,5,2
23/01/1973,Male,Neath Port Talbot,13.2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,4.31,1,1,6,6,5,11,8,8,3,3,2,1
28/08/1962,Male,Swansea,8.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,2,Transport,5.88,2,1,0,6,4,6,2,3,3,3,0,1
19/06/1972,Male,Cardiff,2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,5.88,1,1,1,3,3,3,6,3,3,2,3,2
30/01/2004,Male,Rhondda Cynon Taf,3.2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Confidence,3.73,5,2,2,2,7,6,4,3,1,1,2,2
06/02/2002,Female,Merthyr Tydfil,9.9,Water confidence,FALSE,TRUE,Attended as a child,N/A,2,5,Confidence,0.23,2,0,2,4,4,7,11,4,4,1,1,0
02/02/2018,Male,Gwynedd,8.6,Leisure,FALSE,TRUE,School-only lessons,Irregular,4,3,None,2.31,0,4,1,2,4,4,6,5,2,6,1,2
24/08/1981,Female,Caerphilly,11.9,Leisure,FALSE,TRUE,Private lessons,N/A,4,4,Transport,3.6,2,3,7,3,6,3,2,5,2,3,7,4
19/10/1962,Female,Neath Port Talbot,0.6,Fitness,FALSE,TRUE,Currently attending,N/A,3,4,Time,996.82,3,2,3,4,2,3,7,5,5,2,2,1
26/10/2001,Male,Blaenau Gwent,20.3,Competitive training,TRUE,TRUE,Never attended lessons,N/A,1,3,None,5.49,3,1,4,3,4,2,4,7,1,4,3,2
22/10/2002,Female,Caerphilly,9.5,Leisure,FALSE,TRUE,Never attended lessons,N/A,2,3,None,2.15,2,0,2,2,6,2,6,7,5,2,2,1
02/04/1953,Male,Merthyr Tydfil,17.2,Leisure,FALSE,TRUE,Attended as a child,N/A,1,5,Cost,2.15,0,0,4,1,3,3,3,2,6,4,2,3
05/03/2022,Female,Wrexham,11.7,Fitness,FALSE,FALSE,Never attended lessons,Termly,3,3,Confidence,6.13,2,1,1,2,5,5,10,5,2,0,3,1
24/11/2018,Male,Cardiff,2.8,Leisure,FALSE,TRUE,School-only lessons,Irregular,4,5,Transport,5.94,1,1,1,2,5,4,11,3,4,3,2,3
03/10/2011,Female,Conwy,14.5,Fitness,FALSE,TRUE,Never attended lessons,Termly,2,5,Transport,5.4,1,0,1,4,4,8,5,6,4,4,3,1
06/05/1977,Female,Wrexham,15.1,Fitness,TRUE,TRUE,Attended as a child,N/A,4,4,Transport,5.39,1,4,5,1,4,5,6,3,5,4,5,2
01/01/1989,Male,Conwy,9.7,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,None,0,4,1,4,3,4,6,3,4,3,2,0,3
27/01/1974,Female,Anglesey,9.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,3,Confidence,5.69,3,0,3,2,3,2,4,11,1,4,1,0
23/03/1978,Female,Bridgend,2,Fitness,FALSE,FALSE,Never attended lessons,N/A,5,5,Confidence,5.78,0,2,4,2,5,5,3,5,2,3,1,2
12/05/1996,Female,Monmouthshire,12,Leisure,FALSE,TRUE,Attended as a child,N/A,1,4,None,3.91,0,3,3,2,7,4,3,2,1,3,0,3
30/05/1950,Female,Vale of Glamorgan,16.4,Fitness,FALSE,TRUE,Attended as a child,N/A,5,4,Cost,5.13,1,4,3,0,2,3,1,7,4,3,5,3
20/01/1997,Female,Bridgend,2.1,Fitness,FALSE,TRUE,School-only lessons,N/A,2,4,Confidence,4.38,4,0,3,4,2,6,7,5,3,3,1,1
06/09/1976,Male,Denbighshire,5.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,4,Time,0,2,7,4,4,7,3,4,2,4,6,0,4
15/04/1967,Male,Powys,18.4,Leisure,FALSE,TRUE,School-only lessons,N/A,4,3,Cost,4.52,3,4,4,6,3,3,9,6,2,4,4,2
27/04/1960,Female,Newport,5.5,Leisure,FALSE,TRUE,Private lessons,N/A,5,4,Confidence,2.53,0,1,0,3,4,6,2,3,3,4,4,1
22/06/1975,Male,Carmarthenshire,11.9,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,4.06,1,2,4,2,6,5,5,5,5,3,2,1
28/12/1962,Female,Powys,11.9,Fitness,FALSE,TRUE,Private lessons,N/A,3,5,None,4.58,3,3,5,1,6,4,2,4,5,0,2,2
08/03/1997,Female,Monmouthshire,10.9,Fitness,FALSE,FALSE,Private lessons,N/A,4,3,Transport,3.89,0,3,2,4,0,2,6,4,6,4,3,3
03/05/1987,Male,Cardiff,7.8,Fitness,FALSE,TRUE,School-only lessons,N/A,4,4,Transport,4.63,0,2,3,7,2,1,11,5,4,1,1,2
24/07/2022,Male,Cardiff,5.7,Leisure,FALSE,TRUE,Attended as a child,Termly,2,5,Confidence,4.79,2,4,4,7,3,6,4,3,7,5,0,1
12/02/2015,Female,Denbighshire,1.3,Social,FALSE,TRUE,Attended as a child,Irregular,4,2,Cost,0,2,2,3,1,3,2,6,3,1,0,3,0
14/02/1971,Male,Wrexham,15.4,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Transport,5.41,3,2,2,5,6,3,2,1,1,1,3,4
30/2/1976,Female,Torfaen,15.7,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,3,Transport,3.9,3,2,2,5,3,4,4,7,5,3,2,2
05/12/1967,Male,Flintshire,12.2,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,Transport,3.81,3,2,1,3,3,1,7,6,1,1,3,1
09/12/2009,Female,Torfaen,14.7,Leisure,FALSE,TRUE,Private lessons,N/A,3,4,Confidence,5.87,1,1,3,3,4,2,5,4,4,7,1,3
21/05/1995,Male,Neath Port Talbot,4.8,Leisure,FALSE,TRUE,Currently attending,N/A,5,4,Confidence,5.64,1,0,2,7,0,8,9,4,4,2,3,1
06/08/2021,Female,Anglesey,0.9,Leisure,FALSE,TRUE,Attended as a child,Weekly,3,5,Confidence,5.58,3,4,0,3,3,5,2,2,1,1,2,1
23/11/1997,Male,Ceredigion,14.7,Social,TRUE,TRUE,School-only lessons,N/A,5,3,Time,4.24,1,1,1,4,10,6,8,4,2,5,1,2
30/10/2009,Female,Anglesey,9.1,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,Transport,2.42,3,2,4,2,5,4,2,6,4,1,2,1
10/07/1964,Male,Flintshire,5.9,Fitness,FALSE,TRUE,Attended as a child,N/A,4,4,Cost,5.27,3,4,1,2,5,7,5,7,2,1,4,0
21/03/1967,Female,Newport,2.3,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Time,4.52,2,2,2,3,6,6,6,10,4,4,3,1
22/04/2016,Female,Wrexham,4.5,Leisure,FALSE,TRUE,Currently attending,Termly,3,3,None,4,1,1,5,4,3,6,10,7,5,3,4,3
17/12/2020,Male,Monmouthshire,6.6,Leisure,TRUE,TRUE,Private lessons,Irregular,3,5,Transport,2.18,3,2,3,5,5,5,7,4,2,2,1,1
21/05/2000,Male,Conwy,14.6,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,4,Transport,5.35,2,1,0,3,2,2,2,0,7,1,1,3
17/05/2005,Male,Cardiff,16.6,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,4,3,Confidence,3.05,1,3,4,1,4,5,8,6,3,4,0,0
20/04/1985,Female,Flintshire,16.2,Leisure,FALSE,TRUE,Currently attending,N/A,4,5,Confidence,7.64,0,5,5,2,2,2,4,5,1,1,1,3
02/11/2008,Female,Vale of Glamorgan,16.6,Social,FALSE,TRUE,Never attended lessons,N/A,2,3,Time,4.67,2,0,0,2,4,4,2,2,4,6,0,2
23/11/1959,Female,Caerphilly,18.5,Leisure,TRUE,TRUE,Attended as a child,N/A,4,4,Cost,3.95,2,3,5,4,7,5,10,4,4,7,4,3
04/02/1995,Male,Rhondda Cynon Taf,10.2,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,2,Time,6.02,0,4,6,7,4,6,9,6,4,3,2,2
08/05/1949,Male,Wrexham,6.7,Fitness,FALSE,TRUE,School-only lessons,N/A,2,4,Cost,5.54,5,3,4,4,4,0,4,5,0,5,1,4
14/08/1984,Female,Vale of Glamorgan,14.5,Leisure,FALSE,TRUE,School-only lessons,N/A,4,4,Confidence,5.73,0,1,2,9,4,6,5,3,4,2,1,0
08/06/1966,Female,Ceredigion,4.2,Social,FALSE,TRUE,Attended as a child,N/A,3,4,None,4.03,0,2,1,3,6,2,9,7,1,2,4,1
29/01/2006,Prefer not to say,Powys,7.9,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,Confidence,5.3,3,4,4,2,2,5,4,10,6,3,2,2
24/07/1979,Male,Ceredigion,4.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,2,4,Cost,3.33,3,1,2,1,4,3,8,6,2,2,0,0
07/09/1998,Female,Bridgend,9.5,Rehabilitation,FALSE,TRUE,Never attended lessons,N/A,1,3,None,7.06,0,0,1,3,4,6,6,5,4,5,1,2
01/03/2006,Male,Wrexham,8.2,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,3.77,2,1,4,5,3,6,3,3,5,1,4,4
05/10/2010,Male,Caerphilly,6.2,Leisure,FALSE,TRUE,Currently attending,No provision,2,5,Time,3.76,2,3,3,1,2,5,3,2,1,4,0,4
03/09/1998,Female,Gwynedd,8.4,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Transport,5.35,3,3,3,5,2,6,7,6,5,2,4,4
06/02/1955,Female,Ceredigion,15.8,Water confidence,FALSE,TRUE,School-only lessons,N/A,2,3,Cost,6.02,0,2,3,8,1,2,8,4,4,0,2,0
06/11/2013,Prefer not to say,Swansea,10.5,Competitive training,TRUE,TRUE,Attended as a child,Irregular,3,2,None,6.92,1,3,4,2,6,11,3,8,3,1,1,2
21/09/1956,Male,Anglesey,15.9,Fitness,FALSE,TRUE,Currently attending,N/A,1,5,Confidence,2.57,3,4,3,4,8,3,2,5,7,7,6,2
29/09/2005,Male,Newport,3.9,Fitness,FALSE,TRUE,Attended as a child,N/A,2,4,None,4.56,2,2,3,3,3,4,2,5,6,2,4,4
13/12/1989,Female,Wrexham,4.2,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,Transport,6.65,0,4,5,3,4,7,1,4,3,3,1,1
30/01/2015,Female,Rhondda Cynon Taf,13.5,Fitness,TRUE,TRUE,Attended as a child,No provision,2,5,Transport,5.64,4,1,2,2,5,9,5,2,7,8,2,3
14/04/1983,Male,Torfaen,10.9,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,6.03,3,3,4,1,4,8,3,4,3,3,3,2
25/11/1981,Male,Neath Port Talbot,12.1,Leisure,FALSE,TRUE,Attended as a child,N/A,5,4,Confidence,0,3,1,1,3,2,5,7,4,5,2,2,1
15/10/1982,Male,Swansea,14.4,Leisure,FALSE,TRUE,Currently attending,N/A,3,5,Cost,993,5,3,5,6,3,2,5,1,1,3,6,4
07/08/2017,Female,Carmarthenshire,13.6,Fitness,FALSE,TRUE,School-only lessons,Irregular,4,4,Cost,5.7,1,1,4,5,1,6,8,5,4,2,3,1
27/06/1971,Male,Conwy,17,Competitive training,TRUE,TRUE,Attended as a child,N/A,2,3,Confidence,5.8,2,4,4,3,5,2,6,8,4,2,1,1
07/08/1997,Male,Bridgend,7.5,Social,FALSE,FALSE,Never attended lessons,N/A,2,2,Cost,0,1,2,1,2,1,7,6,8,7,5,0,0
02/08/1959,Male,Conwy,4.1,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,3,Confidence,5.55,0,0,2,3,1,10,5,6,3,2,4,1
15/02/1964,Male,Cardiff,10.1,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,5,Transport,4.84,1,2,4,2,3,1,5,2,2,3,2,1
21/05/1967,Male,Rhondda Cynon Taf,3.9,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,4,Time,2.48,0,3,3,4,4,2,2,8,5,7,2,2
02/04/1964,Female,Bridgend,5.6,Fitness,FALSE,TRUE,Private lessons,N/A,3,2,Transport,3.76,0,2,3,6,3,6,6,2,2,2,4,1
19/03/1953,Male,Merthyr Tydfil,5,Fitness,FALSE,TRUE,School-only lessons,N/A,3,5,None,4.3,1,0,2,2,5,6,4,4,2,1,4,2
02/09/1990,Female,Conwy,7.4,Competitive training,TRUE,TRUE,School-only lessons,N/A,1,3,Cost,3.88,2,1,3,3,1,5,5,3,4,0,0,2
21/02/1970,Male,Torfaen,3.1,Social,FALSE,FALSE,Never attended lessons,N/A,4,1,Confidence,2.05,3,2,2,2,5,4,8,5,2,0,2,3
23/11/2001,Female,Swansea,1.1,Rehabilitation,FALSE,TRUE,School-only lessons,N/A,3,3,Cost,2.59,3,4,0,3,4,1,3,7,0,3,2,0
26/08/2002,Female,Monmouthshire,12,Social,TRUE,TRUE,Currently attending,N/A,3,3,Time,5.88,1,3,3,3,6,3,10,13,4,4,5,3
10/10/1953,Female,Blaenau Gwent,13.7,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,None,2.68,3,4,5,4,4,7,4,4,3,1,2,4
13/10/1953,Female,Newport,12.9,Leisure,FALSE,TRUE,Attended as a child,N/A,3,5,None,4.73,0,4,2,3,3,1,4,3,6,5,3,2
05/05/2019,Male,Swansea,12.1,Leisure,FALSE,TRUE,Private lessons,Weekly,2,5,Confidence,4.57,1,3,3,4,1,4,4,5,4,1,1,2
23/06/1948,Male,Rhondda Cynon Taf,4.6,Fitness,FALSE,TRUE,Attended as a child,N/A,4,4,Confidence,3.84,3,1,3,4,2,5,5,1,5,2,1,0
19/07/1961,Female,Monmouthshire,5.6,Fitness,FALSE,TRUE,Attended as a child,N/A,4,4,None,5.18,1,1,2,5,6,4,6,5,2,3,4,3
25/09/1961,Prefer not to say,Conwy,2.8,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,3,4,None,3.87,1,3,1,8,6,2,4,2,7,3,1,1
23/10/1999,Female,Newport,15.3,Leisure,FALSE,TRUE,Attended as a child,N/A,2,3,None,5.56,0,2,2,3,3,0,5,5,6,1,1,1
24/06/1968,Female,Wrexham,15.7,Leisure,FALSE,FALSE,Never attended lessons,N/A,2,1,Transport,5.28,3,2,2,2,2,2,5,5,6,2,3,3
06/04/2014,Female,Vale of Glamorgan,4,Leisure,FALSE,TRUE,School-only lessons,Termly,3,5,None,2.41,2,0,1,1,4,2,8,3,6,3,4,3
03/12/2020,Male,Caerphilly,8,Fitness,FALSE,TRUE,Currently attending,Weekly,3,3,Cost,2.68,0,2,1,2,4,4,9,7,5,4,2,2
09/03/1992,Male,Merthyr Tydfil,19.7,Leisure,FALSE,TRUE,Attended as a child,N/A,4,3,Transport,3.99,1,4,2,5,2,5,9,2,2,1,2,2
02/07/1983,Female,Denbighshire,10.9,Leisure,FALSE,TRUE,Never attended lessons,N/A,5,4,Cost,4.24,1,1,3,5,6,4,2,9,1,3,2,0
14/08/1987,Female,Cardiff,14.5,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,Transport,6.6,3,4,4,1,2,7,4,9,1,2,5,0
01/03/1999,Male,Swansea,5.1,Competitive training,TRUE,TRUE,Never attended lessons,N/A,3,2,Time,6.52,1,2,2,2,3,6,3,6,3,2,3,2
06/10/2017,Female,Conwy,4.2,Leisure,TRUE,FALSE,Never attended lessons,Weekly,4,2,None,4.14,4,0,1,4,6,6,7,10,6,0,1,1
29/07/1957,Male,Conwy,14.2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Time,2.5,1,4,1,7,1,5,8,4,4,4,1,0
10/10/1948,Female,Rhondda Cynon Taf,15.5,Social,FALSE,TRUE,Attended as a child,N/A,2,5,Confidence,3.71,2,0,2,4,2,7,9,0,4,2,5,2
04/11/2019,Male,Flintshire,12.4,Social,FALSE,TRUE,Attended as a child,Irregular,1,3,Confidence,5.72,4,1,2,6,1,3,3,4,3,6,1,1
17/06/2017,Male,Monmouthshire,10.2,Social,FALSE,TRUE,Never attended lessons,No provision,3,4,Time,4.5,0,1,1,7,3,3,3,5,5,0,4,0
28/06/1972,Female,Carmarthenshire,10.4,Fitness,FALSE,TRUE,Attended as a child,N/A,5,4,Transport,4.1,2,1,1,4,6,6,4,4,2,1,4,3
20/04/1961,Male,Blaenau Gwent,15.2,Fitness,FALSE,TRUE,Never attended lessons,N/A,2,5,None,3.08,0,2,3,2,4,4,4,8,4,4,1,1
17/12/1966,Female,Denbighshire,5.2,Fitness,TRUE,TRUE,School-only lessons,N/A,2,4,Time,5.04,1,1,4,5,7,5,10,9,3,4,3,2
07/07/1957,Female,Blaenau Gwent,7.3,Fitness,FALSE,TRUE,Attended as a child,N/A,5,3,Time,5.15,1,3,1,5,1,10,7,3,3,5,4,0
23/10/1948,Female,Swansea,15.8,Social,FALSE,TRUE,Currently attending,N/A,1,4,Confidence,4.96,1,0,2,5,4,4,2,1,2,3,1,3
18/01/2015,Male,Gwynedd,5.9,Leisure,FALSE,TRUE,Attended as a child,Termly,4,5,None,4.08,1,1,3,1,3,2,9,5,6,3,1,0
07/12/1997,Male,Carmarthenshire,10.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,3,Transport,7.39,4,1,3,4,5,1,5,3,4,3,2,3
01/02/1972,Male,Swansea,12.8,Fitness,FALSE,TRUE,School-only lessons,N/A,1,4,Transport,4.7,1,4,1,2,8,4,7,3,2,0,2,6
15/02/1978,Prefer not to say,Torfaen,18.6,Fitness,FALSE,TRUE,Attended as a child,N/A,5,2,Time,5.24,2,2,2,4,6,4,6,6,3,6,0,0
17/02/1979,Female,Rhondda Cynon Taf,11,Leisure,FALSE,TRUE,Attended as a child,N/A,2,2,Confidence,2.44,1,1,7,4,2,7,10,4,7,2,1,2
29/10/2018,Female,Blaenau Gwent,9.9,Rehabilitation,TRUE,TRUE,Attended as a child,Termly,3,4,None,5.04,2,2,1,4,5,7,3,6,2,4,4,0
06/03/1953,Female,Swansea,15.2,Social,FALSE,TRUE,Never attended lessons,N/A,2,4,Transport,2.86,1,1,3,4,6,3,6,4,0,3,0,1
02/11/1997,Female,Vale of Glamorgan,14.6,Social,FALSE,TRUE,Private lessons,N/A,1,5,Transport,7.29,0,2,1,2,2,7,8,9,4,0,0,1
21/08/1955,Female,Gwynedd,13.3,Fitness,FALSE,TRUE,Attended as a child,N/A,1,4,None,5.76,1,3,2,9,2,6,12,8,5,1,2,1
23/12/2004,Male,Flintshire,8.6,Fitness,FALSE,TRUE,Attended as a child,N/A,2,4,Confidence,5.61,1,2,4,5,5,4,1,2,3,3,2,4
02/02/2003,Female,Flintshire,6.2,Fitness,FALSE,TRUE,Never attended lessons,N/A,1,4,Confidence,4.98,2,0,2,5,6,3,8,3,1,6,4,3
18/03/2011,Male,Blaenau Gwent,12.9,Fitness,FALSE,TRUE,Never attended lessons,Irregular,4,4,Transport,5.39,2,6,5,4,2,7,6,6,4,3,0,1
25/10/1976,Female,Monmouthshire,15.8,Social,FALSE,TRUE,School-only lessons,N/A,3,2,Transport,3.63,2,1,1,1,3,3,3,8,1,2,1,1
25/10/2022,Female,Neath Port Talbot,16,Leisure,FALSE,TRUE,Currently attending,Weekly,3,5,Time,5.85,2,2,2,4,4,3,5,5,4,4,2,1
25/05/2009,Female,Caerphilly,3.6,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,6.82,0,2,3,7,2,6,3,3,1,3,1,2
15/05/1959,Male,Denbighshire,8,Leisure,FALSE,TRUE,Never attended lessons,N/A,5,3,None,3.67,6,3,3,3,2,5,5,10,5,1,1,1
01/05/1985,Male,Newport,8.6,Fitness,FALSE,TRUE,Currently attending,N/A,5,3,Time,7.71,3,1,2,3,7,7,10,5,5,4,0,2
20/07/1986,Male,Merthyr Tydfil,19.3,Fitness,FALSE,TRUE,Attended as a child,N/A,4,3,Cost,5.31,1,2,0,3,2,6,6,6,1,1,2,3
27/05/2012,Male,Carmarthenshire,12.4,Leisure,FALSE,TRUE,Attended as a child,Termly,4,4,Time,4.45,0,2,1,3,3,3,4,3,5,1,2,3
28/10/2020,Male,Torfaen,9.1,Rehabilitation,TRUE,TRUE,Attended as a child,Termly,3,4,Confidence,3.78,1,4,3,3,4,4,2,6,4,3,4,2
13/11/1990,Female,Wrexham,2.7,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,3.58,3,2,3,8,1,7,9,8,4,2,4,3
02/09/2017,Female,Vale of Glamorgan,10.4,Rehabilitation,FALSE,TRUE,Currently attending,Termly,3,5,Transport,0,0,1,2,5,3,4,4,4,7,1,4,1
26/02/1973,Male,Swansea,2.2,Competitive training,TRUE,TRUE,School-only lessons,N/A,3,4,Transport,4.69,5,0,2,2,7,7,6,1,5,6,2,3
15/01/2013,Male,Swansea,15.1,Leisure,FALSE,TRUE,Never attended lessons,Irregular,3,4,Time,4.53,0,0,2,2,0,5,4,3,2,3,1,1
16/07/2018,Male,Caerphilly,16.2,Rehabilitation,FALSE,TRUE,Attended as a child,Weekly,3,5,Confidence,3.57,1,1,1,0,2,2,4,5,2,1,4,1
09/08/2000,Female,Newport,8.6,Leisure,TRUE,TRUE,Attended as a child,N/A,5,4,Confidence,5.06,0,0,2,2,6,5,9,7,1,1,1,4
09/12/2013,Female,Caerphilly,9.2,Leisure,FALSE,TRUE,Attended as a child,No provision,4,4,Time,7.2,1,2,2,4,3,5,5,4,5,4,1,1
